longitude,latitude,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
-78.7870111859037,43.0053595920711,0,0,0,175.990676879883,2020/10/30 18:28:02+00,,,,,,,,,,,,,,,,,,,,,
-78.7890545080498,43.003862762627,0,0,1,177.332593947189,2020/10/30 18:28:04+00,,,,,,,,,,,,,,,,,,,,,
-78.789060595495,43.0038297389526,0,0,2,178.372495059636,2020/10/30 18:28:05+00,,,,,,,,,,,,,,,,,,,,,
-78.788998574961,43.0037858678335,0,0,3,177.383048365669,2020/10/30 18:28:06+00,,,,,,,,,,,,,,,,,,,,,
-78.7889813688809,43.0037932386359,0,0,4,177.050902236147,2020/10/30 18:28:07+00,,,,,,,,,,,,,,,,,,,,,
-78.7890164738729,43.0038008413718,0,0,5,176.227878048516,2020/10/30 18:28:09+00,,,,,,,,,,,,,,,,,,,,,
-78.7890333307526,43.0038178539468,0,0,6,175.998363462925,2020/10/30 18:28:10+00,,,,,,,,,,,,,,,,,,,,,
-78.7890465802056,43.0038426919905,0,0,7,176.404833831775,2020/10/30 18:28:12+00,,,,,,,,,,,,,,,,,,,,,
-78.7890525416454,43.0038787975876,0,0,8,176.243431099152,2020/10/30 18:28:14+00,,,,,,,,,,,,,,,,,,,,,
-78.7890524929519,43.0038975457511,0,0,9,176.082254007297,2020/10/30 18:28:15+00,,,,,,,,,,,,,,,,,,,,,
-78.7890630597424,43.0039175623399,0,0,10,176.175212671049,2020/10/30 18:28:17+00,,,,,,,,,,,,,,,,,,,,,
-78.7890669070794,43.003935558584,0,0,11,176.154450341128,2020/10/30 18:28:18+00,,,,,,,,,,,,,,,,,,,,,
-78.7890707832241,43.0039525739058,0,0,12,176.066027685069,2020/10/30 18:28:19+00,,,,,,,,,,,,,,,,,,,,,
-78.7890824029097,43.0039699695712,0,0,13,175.95957679674,2020/10/30 18:28:20+00,,,,,,,,,,,,,,,,,,,,,
-78.7890979257466,43.0039898181422,0,0,14,175.857586793602,2020/10/30 18:28:22+00,,,,,,,,,,,,,,,,,,,,,
-78.7891015897908,43.004019343865,0,0,15,175.96162432339,2020/10/30 18:28:24+00,,,,,,,,,,,,,,,,,,,,,
-78.7891094273846,43.0040459276828,0,0,16,175.849721278995,2020/10/30 18:28:26+00,,,,,,,,,,,,,,,,,,,,,
-78.7891152941661,43.0040739220334,0,0,17,175.664377745241,2020/10/30 18:28:28+00,,,,,,,,,,,,,,,,,,,,,
-78.7891286222583,43.0040986168459,0,0,18,175.628560326993,2020/10/30 18:28:30+00,,,,,,,,,,,,,,,,,,,,,
-78.7891364191002,43.0041098379814,0,0,19,175.503090308048,2020/10/30 18:28:31+00,,,,,,,,,,,,,,,,,,,,,
-78.7891474982463,43.0041319457903,0,0,20,175.76328727603,2020/10/30 18:28:33+00,,,,,,,,,,,,,,,,,,,,,
-78.7891476029034,43.0041537845912,0,0,21,175.651360878721,2020/10/30 18:28:36+00,,,,,,,,,,,,,,,,,,,,,
-78.7891724166935,43.0041609833531,0,0,22,175.443289432675,2020/10/30 18:28:38+00,,,,,,,,,,,,,,,,,,,,,
-78.7891787936527,43.0041812182521,0,0,23,175.026086947881,2020/10/30 18:28:40+00,,,,,,,,,,,,,,,,,,,,,
-78.7891982429147,43.0042026414391,0,0,24,174.907398755662,2020/10/30 18:28:42+00,,,,,,,,,,,,,,,,,,,,,
-78.7892231414989,43.0042132878802,0,0,25,174.659250505269,2020/10/30 18:28:44+00,,,,,,,,,,,,,,,,,,,,,
-78.7892508403342,43.0042256508074,0,0,26,174.388264709152,2020/10/30 18:28:46+00,,,,,,,,,,,,,,,,,,,,,
-78.7892823172515,43.0042428236266,0,0,27,174.36476381775,2020/10/30 18:28:48+00,,,,,,,,,,,,,,,,,,,,,
-78.7893146732374,43.0042492373224,0,0,28,174.106438290328,2020/10/30 18:28:50+00,,,,,,,,,,,,,,,,,,,,,
-78.7893540518022,43.0042537222011,0,0,29,175.719841495156,2020/10/30 18:28:52+00,,,,,,,,,,,,,,,,,,,,,
-78.7893844593337,43.0042560430789,0,0,30,173.880508450791,2020/10/30 18:28:54+00,,,,,,,,,,,,,,,,,,,,,
-78.7893956435966,43.0042810716123,0,0,31,174.317033568397,2020/10/30 18:28:57+00,,,,,,,,,,,,,,,,,,,,,
-78.789390152756,43.004310678605,0,0,32,173.209423544817,2020/10/30 18:28:59+00,,,,,,,,,,,,,,,,,,,,,
-78.7893904843619,43.004340672936,0,0,33,174.320408467203,2020/10/30 18:29:01+00,,,,,,,,,,,,,,,,,,,,,
-78.789388693688,43.0043628672968,0,0,34,174.320314701647,2020/10/30 18:29:03+00,,,,,,,,,,,,,,,,,,,,,
-78.7893909647149,43.0043876414822,0,0,35,176.251326091588,2020/10/30 18:29:05+00,,,,,,,,,,,,,,,,,,,,,
-78.789389450372,43.0044106509691,0,0,36,175.4171297336,2020/10/30 18:29:07+00,,,,,,,,,,,,,,,,,,,,,
-78.789388118557,43.0044383328072,0,0,37,174.964662464336,2020/10/30 18:29:09+00,,,,,,,,,,,,,,,,,,,,,
-78.7893882831265,43.0044679507071,0,0,38,175.720343118533,2020/10/30 18:29:11+00,,,,,,,,,,,,,,,,,,,,,
-78.7893950567364,43.0044922600564,0,0,39,174.099341552705,2020/10/30 18:29:13+00,,,,,,,,,,,,,,,,,,,,,
-78.7893989771439,43.0045147379851,0,0,40,175.540285209194,2020/10/30 18:29:15+00,,,,,,,,,,,,,,,,,,,,,
-78.7893965622688,43.0045400500022,0,0,41,175.704602642916,2020/10/30 18:29:17+00,,,,,,,,,,,,,,,,,,,,,
-78.7893936475331,43.0045585412134,0,0,42,177.072064611129,2020/10/30 18:29:18+00,,,,,,,,,,,,,,,,,,,,,
-78.7893955523677,43.0045842077157,0,0,43,175.590952955186,2020/10/30 18:29:20+00,,,,,,,,,,,,,,,,,,,,,
-78.7893888534031,43.0046151087493,0,0,44,175.720051360317,2020/10/30 18:29:22+00,,,,,,,,,,,,,,,,,,,,,
-78.7893827353882,43.0046483441076,0,0,45,176.585302527994,2020/10/30 18:29:24+00,,,,,,,,,,,,,,,,,,,,,
-78.7893755152461,43.0046735253768,0,0,46,176.305677796714,2020/10/30 18:29:26+00,,,,,,,,,,,,,,,,,,,,,
-78.7893779383118,43.0046979476074,0,0,47,175.639450315386,2020/10/30 18:29:28+00,,,,,,,,,,,,,,,,,,,,,
-78.789383803057,43.0047231346286,0,0,48,176.883225155063,2020/10/30 18:29:30+00,,,,,,,,,,,,,,,,,,,,,
-78.7893797497494,43.0047501558333,0,0,49,176.209125405177,2020/10/30 18:29:32+00,,,,,,,,,,,,,,,,,,,,,
-78.7893749523887,43.004777146059,0,0,50,176.155023205094,2020/10/30 18:29:34+00,,,,,,,,,,,,,,,,,,,,,
-78.7893721932345,43.0048022311822,0,0,51,176.254817719571,2020/10/30 18:29:36+00,,,,,,,,,,,,,,,,,,,,,
-78.7893744726091,43.0048286705964,0,0,52,177.1001607012,2020/10/30 18:29:38+00,,,,,,,,,,,,,,,,,,,,,
-78.7893753799888,43.0048552479197,0,0,53,176.253045244142,2020/10/30 18:29:40+00,,,,,,,,,,,,,,,,,,,,,
-78.7893875406863,43.0048720628641,0,0,54,176.585997485556,2020/10/30 18:29:42+00,,,,,,,,,,,,,,,,,,,,,
-78.7894239420226,43.0048884467624,0,0,55,177.292034448124,2020/10/30 18:29:44+00,,,,,,,,,,,,,,,,,,,,,
-78.7894526747089,43.004895069109,0,0,56,175.000310157426,2020/10/30 18:29:46+00,,,,,,,,,,,,,,,,,,,,,
-78.7894809420988,43.0049019257803,0,0,57,176.378059239127,2020/10/30 18:29:48+00,,,,,,,,,,,,,,,,,,,,,
-78.7895216306829,43.0049165546386,0,0,58,176.388542821631,2020/10/30 18:29:50+00,,,,,,,,,,,,,,,,,,,,,
-78.7895498466534,43.0049315047603,0,0,59,176.334118461236,2020/10/30 18:29:52+00,,,,,,,,,,,,,,,,,,,,,
-78.7895796513724,43.0049542924295,0,0,60,175.623160308227,2020/10/30 18:29:54+00,,,,,,,,,,,,,,,,,,,,,
-78.7895978908171,43.0049801376217,0,0,61,176.967250837013,2020/10/30 18:29:56+00,,,,,,,,,,,,,,,,,,,,,
-78.7896173878477,43.0050042896092,0,0,62,178.120275216177,2020/10/30 18:29:58+00,,,,,,,,,,,,,,,,,,,,,
-78.7896377875336,43.0050245635591,0,0,63,176.430256975815,2020/10/30 18:30:00+00,,,,,,,,,,,,,,,,,,,,,
-78.7896641506761,43.0050149788979,0,0,64,176.790948840789,2020/10/30 18:30:06+00,,,,,,,,,,,,,,,,,,,,,
-78.7896697615706,43.0050338012452,0,0,65,175.934472257271,2020/10/30 18:30:08+00,,,,,,,,,,,,,,,,,,,,,
-78.7896899089222,43.0050231976084,0,0,66,175.983725079335,2020/10/30 18:30:17+00,,,,,,,,,,,,,,,,,,,,,
-78.7897042713057,43.0050055436129,0,0,67,176.153761899099,2020/10/30 18:30:20+00,,,,,,,,,,,,,,,,,,,,,
-78.7896929328047,43.0049852390779,0,0,68,176.117592753842,2020/10/30 18:30:22+00,,,,,,,,,,,,,,,,,,,,,
-78.7896678811666,43.004978959989,0,0,69,177.134128985927,2020/10/30 18:30:25+00,,,,,,,,,,,,,,,,,,,,,
-78.78968559893,43.0049613779624,0,0,70,176.850070146844,2020/10/30 18:30:33+00,,,,,,,,,,,,,,,,,,,,,
-78.7896865032456,43.0049310704482,0,0,71,176.668929078616,2020/10/30 18:30:35+00,,,,,,,,,,,,,,,,,,,,,
-78.7896835696155,43.0049068873793,0,0,72,176.504480183125,2020/10/30 18:30:37+00,,,,,,,,,,,,,,,,,,,,,
-78.7897206025345,43.0048932486318,0,0,73,175.930891688913,2020/10/30 18:30:41+00,,,,,,,,,,,,,,,,,,,,,
-78.7897285029876,43.004869343839,0,0,74,176.205720126629,2020/10/30 18:30:42+00,,,,,,,,,,,,,,,,,,,,,
-78.7897444937827,43.0048463739001,0,0,75,176.240073716268,2020/10/30 18:30:44+00,,,,,,,,,,,,,,,,,,,,,
-78.78977118266,43.0048144859057,0,0,76,176.787599782459,2020/10/30 18:30:47+00,,,,,,,,,,,,,,,,,,,,,
-78.789779214218,43.0047916899288,0,0,77,176.793045524508,2020/10/30 18:30:49+00,,,,,,,,,,,,,,,,,,,,,
-78.7897945514293,43.0047623749409,0,0,78,176.596731780097,2020/10/30 18:30:51+00,,,,,,,,,,,,,,,,,,,,,
-78.7897927840483,43.0047347796175,0,0,79,176.737573860213,2020/10/30 18:30:53+00,,,,,,,,,,,,,,,,,,,,,
-78.7898007445025,43.0047049571927,0,0,80,176.341978815384,2020/10/30 18:30:55+00,,,,,,,,,,,,,,,,,,,,,
-78.7898091566099,43.0046756699969,0,0,81,175.960221874528,2020/10/30 18:30:57+00,,,,,,,,,,,,,,,,,,,,,
-78.7898153137439,43.0046462447518,0,0,82,176.873795745894,2020/10/30 18:30:59+00,,,,,,,,,,,,,,,,,,,,,
-78.7898167543389,43.0046182356676,0,0,83,176.505673569627,2020/10/30 18:31:01+00,,,,,,,,,,,,,,,,,,,,,
-78.7898211869721,43.0045933251002,0,0,84,176.774188459851,2020/10/30 18:31:03+00,,,,,,,,,,,,,,,,,,,,,
-78.78981893009,43.0045638291139,0,0,85,178.537550256588,2020/10/30 18:31:05+00,,,,,,,,,,,,,,,,,,,,,
-78.7898208457702,43.0045357030695,0,0,86,176.98676887434,2020/10/30 18:31:07+00,,,,,,,,,,,,,,,,,,,,,
-78.7898139476056,43.004513157032,0,0,87,178.006568664685,2020/10/30 18:31:09+00,,,,,,,,,,,,,,,,,,,,,
-78.789816817081,43.0044925717324,0,0,88,176.353729164228,2020/10/30 18:31:11+00,,,,,,,,,,,,,,,,,,,,,
-78.7898190808591,43.0044646592483,0,0,89,177.531092859805,2020/10/30 18:31:13+00,,,,,,,,,,,,,,,,,,,,,
-78.7898237859609,43.004440625007,0,0,90,178.814798523672,2020/10/30 18:31:15+00,,,,,,,,,,,,,,,,,,,,,
-78.7898301171296,43.0044193257495,0,0,91,177.405075496994,2020/10/30 18:31:17+00,,,,,,,,,,,,,,,,,,,,,
-78.7898280048321,43.0043948524134,0,0,92,177.1455170298,2020/10/30 18:31:19+00,,,,,,,,,,,,,,,,,,,,,
-78.7898390489147,43.0043782334775,0,0,93,176.991239459254,2020/10/30 18:31:21+00,,,,,,,,,,,,,,,,,,,,,
-78.7898459763766,43.004349681822,0,0,94,177.21254062932,2020/10/30 18:31:23+00,,,,,,,,,,,,,,,,,,,,,
-78.7898463201994,43.0043261956338,0,0,95,177.326043156907,2020/10/30 18:31:25+00,,,,,,,,,,,,,,,,,,,,,
-78.7898534536401,43.0043063205991,0,0,96,176.609540628269,2020/10/30 18:31:28+00,,,,,,,,,,,,,,,,,,,,,
-78.7898575516649,43.0043310050628,0,0,97,176.617659407668,2020/10/30 18:31:33+00,,,,,,,,,,,,,,,,,,,,,
-78.789861625069,43.0043534072642,0,0,98,176.761425945908,2020/10/30 18:31:35+00,,,,,,,,,,,,,,,,,,,,,
-78.7898536271496,43.0043313404395,0,0,99,177.32271098718,2020/10/30 18:31:50+00,,,,,,,,,,,,,,,,,,,,,
-78.7898734962247,43.004309260486,0,0,100,177.105705710128,2020/10/30 18:31:55+00,,,,,,,,,,,,,,,,,,,,,
-78.7898791328908,43.0042821684197,0,0,101,176.69074741751,2020/10/30 18:31:57+00,,,,,,,,,,,,,,,,,,,,,
-78.7898595342148,43.0042709327335,0,0,102,177.550001065247,2020/10/30 18:32:01+00,,,,,,,,,,,,,,,,,,,,,
-78.7898244311353,43.0042607571825,0,0,103,177.033667650074,2020/10/30 18:32:07+00,,,,,,,,,,,,,,,,,,,,,
-78.7897972161541,43.0042568729557,0,0,104,176.622311951593,2020/10/30 18:32:09+00,,,,,,,,,,,,,,,,,,,,,
-78.7898090843922,43.0042285600157,0,0,105,176.970260581002,2020/10/30 18:32:11+00,,,,,,,,,,,,,,,,,,,,,
-78.789813997565,43.0042000033277,0,0,106,176.580860925838,2020/10/30 18:32:13+00,,,,,,,,,,,,,,,,,,,,,
-78.7898117594599,43.0041729868489,0,0,107,176.636042001657,2020/10/30 18:32:15+00,,,,,,,,,,,,,,,,,,,,,
-78.7898171984157,43.004146993474,0,0,108,176.394838619977,2020/10/30 18:32:17+00,,,,,,,,,,,,,,,,,,,,,
-78.7897927432288,43.0041311861017,0,0,109,175.107423477806,2020/10/30 18:32:19+00,,,,,,,,,,,,,,,,,,,,,
-78.7897524979978,43.0041243951696,0,0,110,175.311906433664,2020/10/30 18:32:21+00,,,,,,,,,,,,,,,,,,,,,
-78.7897097626847,43.0041190067224,0,0,111,174.52181536518,2020/10/30 18:32:23+00,,,,,,,,,,,,,,,,,,,,,
-78.7896749510549,43.0041116816918,0,0,112,174.285568131134,2020/10/30 18:32:25+00,,,,,,,,,,,,,,,,,,,,,
-78.789640383684,43.0041106611188,0,0,113,175.355043298565,2020/10/30 18:32:27+00,,,,,,,,,,,,,,,,,,,,,
-78.7896150774531,43.0041135934149,0,0,114,175.082624711096,2020/10/30 18:32:28+00,,,,,,,,,,,,,,,,,,,,,
-78.7895730615811,43.0041150905506,0,0,115,173.959378462285,2020/10/30 18:32:30+00,,,,,,,,,,,,,,,,,,,,,
-78.7895332820914,43.0041087120124,0,0,116,173.432095900178,2020/10/30 18:32:32+00,,,,,,,,,,,,,,,,,,,,,
-78.7894987371247,43.0041099291159,0,0,117,173.873720711097,2020/10/30 18:32:34+00,,,,,,,,,,,,,,,,,,,,,
-78.7894630885543,43.0041160649675,0,0,118,173.886017096229,2020/10/30 18:32:36+00,,,,,,,,,,,,,,,,,,,,,
-78.7894452421263,43.0041388374482,0,0,119,174.477234290913,2020/10/30 18:32:38+00,,,,,,,,,,,,,,,,,,,,,
-78.7894192776663,43.0041642940723,0,0,120,173.720818199217,2020/10/30 18:32:40+00,,,,,,,,,,,,,,,,,,,,,
-78.7893950376609,43.0041819104745,0,0,121,174.053334178403,2020/10/30 18:32:42+00,,,,,,,,,,,,,,,,,,,,,
-78.7893765836206,43.0042059673618,0,0,122,173.995239673182,2020/10/30 18:32:44+00,,,,,,,,,,,,,,,,,,,,,
-78.7893631675057,43.004233182136,0,0,123,174.488183395937,2020/10/30 18:32:46+00,,,,,,,,,,,,,,,,,,,,,
-78.7893663118899,43.0042590618601,0,0,124,174.396381653845,2020/10/30 18:32:48+00,,,,,,,,,,,,,,,,,,,,,
-78.7893836536906,43.0042783495517,0,0,125,174.620085008442,2020/10/30 18:32:50+00,,,,,,,,,,,,,,,,,,,,,
-78.7894087494249,43.0042773860301,0,0,126,174.485944741406,2020/10/30 18:33:01+00,,,,,,,,,,,,,,,,,,,,,
-78.7894162835517,43.0042946853241,0,0,127,174.015839945525,2020/10/30 18:33:02+00,,,,,,,,,,,,,,,,,,,,,
-78.7893894879388,43.0042897382163,0,0,128,175.746947179548,2020/10/30 18:33:19+00,,,,,,,,,,,,,,,,,,,,,
-78.7893624357446,43.0042866452893,0,0,129,176.013487108983,2020/10/30 18:33:26+00,,,,,,,,,,,,,,,,,,,,,
-78.7893857378155,43.0043060976247,0,0,130,175.219535758719,2020/10/30 18:33:34+00,,,,,,,,,,,,,,,,,,,,,
-78.7894007181455,43.004323325896,0,0,131,174.89254496526,2020/10/30 18:33:36+00,,,,,,,,,,,,,,,,,,,,,
-78.7893978582842,43.0042958192794,0,0,132,174.409723310731,2020/10/30 18:33:44+00,,,,,,,,,,,,,,,,,,,,,
-78.7893902722548,43.0042684257355,0,0,133,175.295499617234,2020/10/30 18:33:50+00,,,,,,,,,,,,,,,,,,,,,
-78.7893815921619,43.0042513253536,0,0,134,175.504138799384,2020/10/30 18:33:53+00,,,,,,,,,,,,,,,,,,,,,
-78.7894048643996,43.0042645793667,0,0,135,175.578878105618,2020/10/30 18:33:58+00,,,,,,,,,,,,,,,,,,,,,
-78.7893780011063,43.0042400240328,0,0,136,175.018184591085,2020/10/30 18:34:03+00,,,,,,,,,,,,,,,,,,,,,
-78.7893741239682,43.0042122443028,0,0,137,174.132454255596,2020/10/30 18:34:04+00,,,,,,,,,,,,,,,,,,,,,
-78.7893906082149,43.0041824801346,0,0,138,172.591327514499,2020/10/30 18:34:06+00,,,,,,,,,,,,,,,,,,,,,
-78.7894070386429,43.0041616379762,0,0,139,172.703223144636,2020/10/30 18:34:09+00,,,,,,,,,,,,,,,,,,,,,
-78.7894135562152,43.0041273386421,0,0,140,172.395849402063,2020/10/30 18:34:11+00,,,,,,,,,,,,,,,,,,,,,
-78.7894419118738,43.0041121088661,0,0,141,171.605246783234,2020/10/30 18:34:15+00,,,,,,,,,,,,,,,,,,,,,
-78.7894428460457,43.0041336019161,0,0,142,172.147773888893,2020/10/30 18:34:22+00,,,,,,,,,,,,,,,,,,,,,
-78.7894433162202,43.0041577237025,0,0,143,172.965263728052,2020/10/30 18:34:32+00,,,,,,,,,,,,,,,,,,,,,
-78.7894493596447,43.0041265699277,0,0,144,174.237457932904,2020/10/30 18:34:41+00,,,,,,,,,,,,,,,,,,,,,
-78.7894507217122,43.0041024052479,0,0,145,175.182774329558,2020/10/30 18:34:55+00,,,,,,,,,,,,,,,,,,,,,
-78.7894523239722,43.0040776699944,0,0,146,175.495755526237,2020/10/30 18:34:58+00,,,,,,,,,,,,,,,,,,,,,
-78.7894374797517,43.0040522541169,0,0,147,175.612212291919,2020/10/30 18:35:01+00,,,,,,,,,,,,,,,,,,,,,
-78.7894530460709,43.0040662389236,0,0,148,174.40949215088,2020/10/30 18:35:09+00,,,,,,,,,,,,,,,,,,,,,
-78.7894780421135,43.0040627878082,0,0,149,174.218209780753,2020/10/30 18:35:14+00,,,,,,,,,,,,,,,,,,,,,
-78.7894964959442,43.0040792714249,0,0,150,173.832255769521,2020/10/30 18:35:17+00,,,,,,,,,,,,,,,,,,,,,
-78.789532376416,43.0040977653818,0,0,151,173.673018717207,2020/10/30 18:35:19+00,,,,,,,,,,,,,,,,,,,,,
-78.7895659506035,43.0041157979212,0,0,152,173.419865845703,2020/10/30 18:35:21+00,,,,,,,,,,,,,,,,,,,,,
-78.7895946733218,43.0041258210293,0,0,153,173.853260521777,2020/10/30 18:35:23+00,,,,,,,,,,,,,,,,,,,,,
-78.7896309712599,43.0041337692627,0,0,154,175.744922945276,2020/10/30 18:35:25+00,,,,,,,,,,,,,,,,,,,,,
-78.7896627643463,43.0041357069361,0,0,155,173.628179566935,2020/10/30 18:35:27+00,,,,,,,,,,,,,,,,,,,,,
-78.7896949339666,43.0041364148151,0,0,156,173.310531554744,2020/10/30 18:35:29+00,,,,,,,,,,,,,,,,,,,,,
-78.7897249783785,43.004125647968,0,0,157,173.654572611675,2020/10/30 18:35:31+00,,,,,,,,,,,,,,,,,,,,,
-78.7897408122445,43.0041007985099,0,0,158,172.670408496633,2020/10/30 18:35:33+00,,,,,,,,,,,,,,,,,,,,,
-78.7897599904997,43.0040753369897,0,0,159,172.995856842026,2020/10/30 18:35:35+00,,,,,,,,,,,,,,,,,,,,,
-78.7897779697244,43.0040557877561,0,0,160,172.783141984604,2020/10/30 18:35:37+00,,,,,,,,,,,,,,,,,,,,,
-78.789794219867,43.0040342439553,0,0,161,173.245806639083,2020/10/30 18:35:39+00,,,,,,,,,,,,,,,,,,,,,
-78.7897990680648,43.0040123776203,0,0,162,172.513249301352,2020/10/30 18:35:41+00,,,,,,,,,,,,,,,,,,,,,
-78.789798385454,43.0039886136075,0,0,163,173.089068446308,2020/10/30 18:35:43+00,,,,,,,,,,,,,,,,,,,,,
-78.7897960361515,43.0039648653967,0,0,164,173.031243955716,2020/10/30 18:35:45+00,,,,,,,,,,,,,,,,,,,,,
-78.7898018899227,43.0039437275237,0,0,165,173.143343123607,2020/10/30 18:35:47+00,,,,,,,,,,,,,,,,,,,,,
-78.7898084539607,43.0039165972521,0,0,166,173.803464701399,2020/10/30 18:35:49+00,,,,,,,,,,,,,,,,,,,,,
-78.7898167829744,43.0038891290616,0,0,167,174.117769452743,2020/10/30 18:35:52+00,,,,,,,,,,,,,,,,,,,,,
-78.7898196132276,43.0038695797661,0,0,168,174.043073078617,2020/10/30 18:35:55+00,,,,,,,,,,,,,,,,,,,,,
-78.7898052570062,43.0038536571927,0,0,169,174.753516946919,2020/10/30 18:36:09+00,,,,,,,,,,,,,,,,,,,,,
-78.7898054920705,43.0038344113071,0,0,170,174.457928864285,2020/10/30 18:36:15+00,,,,,,,,,,,,,,,,,,,,,
-78.789810273236,43.0038087033674,0,0,171,174.742207478732,2020/10/30 18:36:17+00,,,,,,,,,,,,,,,,,,,,,
-78.7898112314621,43.0037840792985,0,0,172,174.997529075481,2020/10/30 18:36:19+00,,,,,,,,,,,,,,,,,,,,,
-78.7898095221623,43.0037616107017,0,0,173,176.112703818828,2020/10/30 18:36:22+00,,,,,,,,,,,,,,,,,,,,,
-78.7898136791597,43.0037413561734,0,0,174,176.375307946466,2020/10/30 18:36:30+00,,,,,,,,,,,,,,,,,,,,,
-78.7898053948669,43.0037149221983,0,0,175,176.553370005451,2020/10/30 18:36:33+00,,,,,,,,,,,,,,,,,,,,,
-78.7898102220003,43.0036953043525,0,0,176,177.115180929191,2020/10/30 18:36:39+00,,,,,,,,,,,,,,,,,,,,,
-78.7898259194637,43.0037097481093,0,0,177,176.953577349894,2020/10/30 18:36:44+00,,,,,,,,,,,,,,,,,,,,,
-78.7898273253069,43.0037347470856,0,0,178,176.173639553599,2020/10/30 18:36:49+00,,,,,,,,,,,,,,,,,,,,,
-78.7898040328991,43.0037181522767,0,0,179,175.539931663312,2020/10/30 18:37:00+00,,,,,,,,,,,,,,,,,,,,,
-78.7897707053436,43.0037055361975,0,0,180,175.732303115539,2020/10/30 18:37:02+00,,,,,,,,,,,,,,,,,,,,,
-78.7897748003043,43.0036840771999,0,0,181,175.84484530054,2020/10/30 18:37:04+00,,,,,,,,,,,,,,,,,,,,,
-78.7897926785828,43.0036586388388,0,0,182,174.529700067826,2020/10/30 18:37:06+00,,,,,,,,,,,,,,,,,,,,,
-78.7897971230479,43.0036355851803,0,0,183,174.458789543249,2020/10/30 18:37:08+00,,,,,,,,,,,,,,,,,,,,,
-78.7897942807928,43.0036090621153,0,0,184,174.689516428858,2020/10/30 18:37:10+00,,,,,,,,,,,,,,,,,,,,,
-78.7897999341013,43.0035825753215,0,0,185,175.078294453211,2020/10/30 18:37:12+00,,,,,,,,,,,,,,,,,,,,,
-78.7898028354167,43.0035567508971,0,0,186,174.641585833393,2020/10/30 18:37:14+00,,,,,,,,,,,,,,,,,,,,,
-78.7898082707611,43.0035304289603,0,0,187,175.004589167424,2020/10/30 18:37:16+00,,,,,,,,,,,,,,,,,,,,,
-78.7898062573213,43.0035071284684,0,0,188,174.664023923688,2020/10/30 18:37:18+00,,,,,,,,,,,,,,,,,,,,,
-78.7898056140235,43.0034828509159,0,0,189,173.918651103973,2020/10/30 18:37:20+00,,,,,,,,,,,,,,,,,,,,,
-78.7898100260987,43.0034565270774,0,0,190,174.126249594614,2020/10/30 18:37:22+00,,,,,,,,,,,,,,,,,,,,,
-78.7898134443573,43.0034331416802,0,0,191,174.910297130235,2020/10/30 18:37:24+00,,,,,,,,,,,,,,,,,,,,,
-78.7898133707609,43.0034117904804,0,0,192,174.369840857573,2020/10/30 18:37:26+00,,,,,,,,,,,,,,,,,,,,,
-78.7898385573406,43.0033937563769,0,0,193,174.439623988234,2020/10/30 18:37:29+00,,,,,,,,,,,,,,,,,,,,,
-78.7898633009302,43.0033914277635,0,0,194,174.834271192551,2020/10/30 18:37:30+00,,,,,,,,,,,,,,,,,,,,,
-78.7898862088122,43.0033848692039,0,0,195,175.165980469435,2020/10/30 18:37:32+00,,,,,,,,,,,,,,,,,,,,,
-78.7899026882155,43.0033712860122,0,0,196,174.732938967645,2020/10/30 18:37:33+00,,,,,,,,,,,,,,,,,,,,,
-78.7899246732382,43.0033627683433,0,0,197,174.738421807997,2020/10/30 18:37:35+00,,,,,,,,,,,,,,,,,,,,,
-78.7899585285493,43.0033461264674,0,0,198,174.713595954701,2020/10/30 18:37:37+00,,,,,,,,,,,,,,,,,,,,,
-78.7899827451677,43.0033320968296,0,0,199,174.785304671153,2020/10/30 18:37:39+00,,,,,,,,,,,,,,,,,,,,,
-78.7900120630687,43.0033262207738,0,0,200,174.184426749125,2020/10/30 18:37:41+00,,,,,,,,,,,,,,,,,,,,,
-78.7900396731489,43.0033477571522,0,0,201,173.658498028293,2020/10/30 18:37:43+00,,,,,,,,,,,,,,,,,,,,,
-78.7900681736387,43.0033666919203,0,0,202,174.476531217806,2020/10/30 18:37:45+00,,,,,,,,,,,,,,,,,,,,,
-78.7900825279741,43.0033903820947,0,0,203,174.463814635761,2020/10/30 18:37:47+00,,,,,,,,,,,,,,,,,,,,,
-78.7900742456657,43.0034073624116,0,0,204,175.019105085172,2020/10/30 18:37:55+00,,,,,,,,,,,,,,,,,,,,,
-78.7901019338234,43.0034143372099,0,0,205,175.183303751983,2020/10/30 18:37:58+00,,,,,,,,,,,,,,,,,,,,,
-78.7901190997926,43.0034310727313,0,0,206,175.085561709478,2020/10/30 18:38:00+00,,,,,,,,,,,,,,,,,,,,,
-78.7901339303418,43.0034468192377,0,0,207,175.878820029087,2020/10/30 18:38:02+00,,,,,,,,,,,,,,,,,,,,,
-78.790119553966,43.0034314403612,0,0,208,175.385765983723,2020/10/30 18:38:07+00,,,,,,,,,,,,,,,,,,,,,
-78.7900980099688,43.0034151813061,0,0,209,176.083321420476,2020/10/30 18:38:09+00,,,,,,,,,,,,,,,,,,,,,
