incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type
14201646,09-2420028,08/30/2009 12:50:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,2000 Block GENESEE ST,,BUFFALO,NY,,US,42.91520579045061,-78.80664895555917,08/31/2009 01:00:56 AM,09/24/2019 10:29:32 PM,POINT (-78.80664895555917 42.91520579045061),0,Sunday,Assault
41323314,10-2060251,07/25/2010 04:09:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block FRANKLIN ST,,BUFFALO,NY,,US,42.91442609520883,-78.83837719624712,07/26/2010 12:05:35 AM,09/24/2019 10:24:38 PM,POINT (-78.83837719624712 42.91442609520883),4,Sunday,Assault
91921988,12-0010480,01/01/2012 05:00:31 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,500 Block MAIN ST,,BUFFALO,NY,14203,,42.890082,-78.87291689999999,01/02/2012 07:00:06 AM,09/24/2019 04:05:25 PM,POINT (-78.87291689999999 42.890082),5,Sunday,Assault
31247380,10-0940892,04/04/2010 11:00:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1300 BLOCK E FERRY ST,,BUFFALO,NY,,US,42.91488,-78.81531,04/06/2010 12:01:04 AM,09/24/2019 10:26:20 PM,POINT (-78.81531 42.91488),23,Sunday,Assault
10090107,09-0530421,02/22/2009 02:00:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,100 Block TROWBRIDGE ST,,BUFFALO,NY,,US,42.852194958647814,-78.82562777962801,05/29/2009 09:46:19 AM,09/24/2019 10:32:51 PM,POINT (-78.82562777962801 42.852194958647814),14,Sunday,Assault
22183769,09-3480014,12/13/2009 01:30:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block ROANOKE PW,,BUFFALO,NY,,US,42.86078311823388,-78.81242045389733,12/15/2009 01:01:53 AM,09/24/2019 10:27:19 PM,POINT (-78.81242045389733 42.86078311823388),1,Sunday,Assault
63527563,11-1140149,04/24/2011 03:50:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,W CHIPPEWA ST & DELAWARE AV,,BUFFALO,NY,,,42.894811738199415,-78.88195936471791,04/25/2011 06:00:36 AM,10/10/2019 07:21:50 PM,POINT (-78.88195936471791 42.894811738199415),3,Sunday,Assault
290031419,13-3140838,11/10/2013 10:00:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block WINTER ST,,BUFFALO,NY,,,42.91400120667849,-78.88865947744927,11/12/2013 07:02:35 AM,09/24/2019 04:13:52 PM,POINT (-78.88865947744927 42.91400120667849),22,Sunday,Assault
45203287,10-2410312,08/29/2010 07:30:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,200 Block GLENWOOD AV,,BUFFALO,NY,null,US,42.912415,-78.8576783,08/30/2010 12:01:06 AM,10/25/2010 07:38:19 AM,POINT (-78.857678 42.912415),7,Sunday,Assault
17162903,09-2840494,10/11/2009 01:59:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,200 Block EAGLE,,BUFFALO,NY,,US,42.88250429652748,-78.86619190454506,10/12/2009 01:00:23 AM,09/24/2019 10:29:12 PM,POINT (-78.86619190454506 42.88250429652748),13,Sunday,Assault
198365222,13-1950324,07/14/2013 05:00:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block LAWRENCE PL,,BUFFALO,NY,,,42.913173463120806,-78.89037256589877,07/15/2013 06:01:36 AM,09/24/2019 04:10:27 PM,POINT (-78.89037256589877 42.913173463120806),5,Sunday,Assault
726010693,15-2140248,08/02/2015 04:30:35 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block SHEPHARD ST,,BUFFALO,NY,,,42.93682981559025,-78.81916269210198,08/03/2015 06:07:22 AM,09/23/2019 11:25:27 PM,POINT (-78.81916269210198 42.93682981559025),4,Sunday,Assault
13144295,09-2280387,08/16/2009 09:13:14 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,200 Block CROWLEY,,BUFFALO,NY,,US,42.9532862701987,-78.90132988211487,08/17/2009 01:00:22 AM,09/24/2019 10:29:52 PM,POINT (-78.90132988211487 42.9532862701987),9,Sunday,Assault
36872348,10-1570409,06/06/2010 10:58:04 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block KERNS,,BUFFALO,NY,,US,42.91678899294494,-78.81083586566207,06/07/2010 12:01:23 AM,09/24/2019 10:25:58 PM,POINT (-78.81083586566207 42.91678899294494),10,Sunday,Assault
759542721,16-1360543,05/15/2016 02:20:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block SEMINOLE PW,,BUFFALO,NY,,,42.85957767303928,-78.81148355756994,05/16/2016 03:48:31 AM,09/23/2019 11:27:30 PM,POINT (-78.81148355756994 42.85957767303928),14,Sunday,Assault
391552015,14-0790216,03/16/2014 03:00:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,300 Block BUSTI AV,,BUFFALO,NY,,,42.90117435995214,-78.8725101174071,03/21/2014 06:03:45 AM,09/24/2019 04:14:17 PM,POINT (-78.8725101174071 42.90117435995214),15,Sunday,Assault
78500565,11-2400296,08/28/2011 02:00:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,100 Block FRANKLIN ST,,BUFFALO,NY,,,42.888574560561686,-78.8761654338542,08/29/2011 06:00:48 AM,10/10/2019 07:18:19 PM,POINT (-78.8761654338542 42.888574560561686),2,Sunday,Assault
369941271,14-0540261,02/23/2014 08:55:49 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,LAWN,,BUFFALO,NY,,,42.949616293131776,-78.88876075147876,02/24/2014 07:03:31 AM,09/24/2019 04:16:17 PM,POINT (-78.88876075147876 42.949616293131776),8,Sunday,Assault
91922131,12-0010263,01/01/2012 01:30:47 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,ELMWOOD AV & HODGE ST,,BUFFALO,NY,,,42.89130986088147,-78.87798689982091,01/02/2012 07:00:12 AM,09/24/2019 04:05:25 PM,POINT (-78.87798689982091 42.89130986088147),1,Sunday,Assault
112031390,12-1340239,05/13/2012 04:58:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block WORCHESTER PL,,BUFFALO,NY,,,42.93218517428499,-78.8299460525081,05/16/2012 06:00:12 AM,09/24/2019 04:08:24 PM,POINT (-78.8299460525081 42.93218517428499),4,Sunday,Assault
142429065,13-0430599,02/10/2013 01:30:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,W NORTHRUP PL & MAIN ST,,BUFFALO,NY,,,42.950749822620864,-78.82636381777492,02/13/2013 07:00:44 AM,09/24/2019 04:10:37 PM,POINT (-78.82636381777492 42.950749822620864),1,Sunday,Assault
102757309,12-0720246,03/11/2012 08:00:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,500 Block STOCKBRIDGE AV,,BUFFALO,NY,,,42.941683427211586,-78.80908261943836,03/13/2012 06:00:07 AM,09/24/2019 04:05:54 PM,POINT (-78.80908261943836 42.941683427211586),20,Sunday,Assault
733896109,15-2840098,10/11/2015 02:19:16 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,200 Block STOCKBRIDGE AV,,BUFFALO,NY,,,42.94141486735648,-78.817798353306,10/12/2015 06:07:33 AM,09/23/2019 11:24:08 PM,POINT (-78.817798353306 42.94141486735648),2,Sunday,Assault
22791629,09-3540098,12/20/2009 02:09:21 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,BAILEY AV & THORTON,,BUFFALO,NY,,US,42.93939284094324,-78.8136453045242,12/21/2009 01:02:02 AM,09/24/2019 10:27:08 PM,POINT (-78.8136453045242 42.93939284094324),2,Sunday,Assault
520787029,14-2220453,08/10/2014 12:24:53 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block INTER PARK AV,,BUFFALO,NY,,,42.91568115188981,-78.84155554152238,08/11/2014 06:05:06 AM,09/24/2019 04:16:56 PM,POINT (-78.84155554152238 42.91568115188981),12,Sunday,Assault
18147894,09-2980614,10/25/2009 12:00:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 BLOCK KAMPER ST,,Buffalo,NY,,US,42.85513,-78.80938,10/26/2009 01:00:17 AM,09/24/2019 10:28:07 PM,POINT (-78.80938 42.85513),0,Sunday,Assault
493933165,14-1940755,07/13/2014 05:49:35 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,BERWIN ST & BURLINGTON ST,,BUFFALO,NY,,,42.92989418915263,-78.80214653213477,07/15/2014 06:06:25 AM,09/24/2019 04:16:53 PM,POINT (-78.80214653213477 42.92989418915263),17,Sunday,Assault
401984014,14-0900276,03/30/2014 12:00:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,100 Block ROSS AV,,BUFFALO,NY,,,42.95482280603087,-78.90133779336091,04/01/2014 06:03:53 AM,09/24/2019 04:17:09 PM,POINT (-78.90133779336091 42.95482280603087),0,Sunday,Assault
91446947,11-3590260,12/25/2011 10:00:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1000 Block MICHIGAN AV,,BUFFALO,NY,,,42.90093349723579,-78.8624888225491,12/26/2011 07:00:12 AM,10/10/2019 07:16:21 PM,POINT (-78.8624888225491 42.90093349723579),10,Sunday,Assault
712593474,15-1020423,04/12/2015 01:39:52 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block STONE ST,,BUFFALO,NY,14212,,42.895815,-78.813085,04/13/2015 06:06:42 AM,09/23/2019 11:23:35 PM,POINT (-78.813085 42.895815),13,Sunday,Assault
60465839,11-0790748,03/20/2011 04:50:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,WADSWORTH ST & HUDSON ST,,BUFFALO,NY,,,42.90026969124892,-78.88047187831252,03/21/2011 06:00:22 AM,10/10/2019 07:21:40 PM,POINT (-78.88047187831252 42.90026969124892),16,Sunday,Assault
757807856,16-1150683,04/24/2016 05:46:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,200 Block OAKMONT AV,,BUFFALO,NY,,,42.932191894876816,-78.80585146318958,04/25/2016 03:45:16 AM,09/23/2019 11:27:37 PM,POINT (-78.80585146318958 42.932191894876816),17,Sunday,Assault
136020534,12-3510876,12/16/2012 10:30:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,100 Block JONES ST,,BUFFALO,NY,,,42.94010352772909,-78.82817561079632,12/18/2012 07:00:37 AM,09/24/2019 04:08:54 PM,POINT (-78.82817561079632 42.94010352772909),22,Sunday,Assault
30639954,10-0870138,03/28/2010 02:00:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,400 Block HUMBOLDT PKWY,,BUFFALO,NY,,US,42.91521576333537,-78.86440024639322,03/29/2010 12:01:18 AM,09/24/2019 10:26:40 PM,POINT (-78.86440024639322 42.91521576333537),2,Sunday,Assault
43469108,10-2281038,08/15/2010 02:00:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,HUMBOLDT PW & E DELAVAN AV,,BUFFALO,NY,,US,42.92193144912141,-78.84408309929759,08/18/2010 12:01:33 AM,09/24/2019 10:24:12 PM,POINT (-78.84408309929759 42.92193144912141),2,Sunday,Assault
47086370,10-2690941,09/26/2010 08:45:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,BAILEY AV & HEWITT AV,,BUFFALO,NY,,,42.94286779983641,-78.81843877988935,09/28/2010 11:39:38 PM,09/24/2019 10:24:02 PM,POINT (-78.81843877988935 42.94286779983641),20,Sunday,Assault
754179799,16-0870803,03/27/2016 09:00:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,400 Block GRIDER ST,,BUFFALO,NY,,,42.91768408804688,-78.82913214288325,03/28/2016 03:41:01 AM,09/23/2019 11:26:54 PM,POINT (-78.82913214288325 42.91768408804688),21,Sunday,Assault
87061020,11-3170888,11/13/2011 10:00:52 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block HSBC CT,,BUFFALO,NY,null,null,42.8864468,-78.8783689,11/14/2011 07:00:12 AM,11/20/2011 07:00:12 AM,POINT (-78.878369 42.886447),10,Sunday,Assault
10089698,09-0950067,04/05/2009 01:45:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,100 Block BECK ST,,BUFFALO,NY,,US,42.89653767118089,-78.8376317067568,05/29/2009 09:44:59 AM,09/24/2019 10:31:54 PM,POINT (-78.8376317067568 42.89653767118089),1,Sunday,Assault
45854884,10-2550412,09/12/2010 11:35:07 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block LAIRD AV,,BUFFALO,NY,,,42.959444460298705,-78.90685319520638,09/14/2010 02:49:11 AM,09/24/2019 10:24:30 PM,POINT (-78.90685319520638 42.959444460298705),11,Sunday,Assault
506727910,14-2080060,07/27/2014 12:50:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block LANGMEYER AV,,BUFFALO,NY,,,42.92435242275329,-78.81564278542615,07/28/2014 06:04:55 AM,09/24/2019 04:16:45 PM,POINT (-78.81564278542615 42.92435242275329),0,Sunday,Assault
83851977,11-2820103,10/09/2011 02:25:52 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,100 Block SCHUTRUM ST,,BUFFALO,NY,,,42.89983076169625,-78.81834907066902,10/10/2011 06:00:12 AM,10/10/2019 07:17:00 PM,POINT (-78.81834907066902 42.89983076169625),2,Sunday,Assault
50308124,10-3110199,11/07/2010 03:40:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,2000 Block ELMWOOD AV,,BUFFALO,NY,,,42.9521749,-78.883613,11/08/2010 07:01:27 AM,09/24/2019 10:23:45 PM,POINT (-78.883613 42.9521749),3,Sunday,Assault
31562525,10-1010915,04/11/2010 10:25:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,300 Block 14TH ST,,BUFFALO,NY,,US,42.90911408379857,-78.88979250515744,04/12/2010 12:01:07 AM,09/24/2019 10:26:47 PM,POINT (-78.88979250515744 42.90911408379857),22,Sunday,Assault
125279574,12-2460215,09/02/2012 03:41:08 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,ELMWOOD AV & HODGE ST,,BUFFALO,NY,,,42.90955797125576,-78.87747656254682,09/03/2012 06:00:19 AM,09/24/2019 04:06:47 PM,POINT (-78.87747656254682 42.90955797125576),3,Sunday,Assault
725397685,15-2070653,07/26/2015 11:32:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block ROUNDS AV,,BUFFALO,NY,,,42.94762817567174,-78.81177111812832,07/27/2015 06:07:19 AM,09/23/2019 11:24:16 PM,POINT (-78.81177111812832 42.94762817567174),11,Sunday,Assault
58308910,11-0510063,02/20/2011 01:44:55 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block W CHIPPEWA ST,,BUFFALO,NY,,,42.89043871189551,-78.87529598864363,02/21/2011 07:00:10 AM,10/10/2019 07:22:17 PM,POINT (-78.87529598864363 42.89043871189551),1,Sunday,Assault
188205038,13-1810360,06/30/2013 09:48:01 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block BEITER WK,,BUFFALO,NY,null,null,42.9310958076791,-78.8001413161806,07/01/2013 06:01:44 AM,07/07/2013 06:01:27 AM,POINT (-78.800141 42.931096),9,Sunday,Assault
71251794,11-1720599,06/19/2011 02:30:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,W CHIPPEWA ST & PEARL ST,,BUFFALO,NY,null,null,0,0,06/22/2011 06:00:40 AM,06/28/2011 06:00:55 AM,,2,Sunday,Assault
31196553,10-0940081,04/04/2010 02:00:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1200 Block BROADWAY,,BUFFALO,NY,,US,42.89399272141115,-78.83452382924466,04/05/2010 12:02:27 AM,09/24/2019 10:27:03 PM,POINT (-78.83452382924466 42.89399272141115),2,Sunday,Assault
82332959,11-2680351,09/25/2011 01:30:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,MAIN ST & LISBON AV,,BUFFALO,NY,,,42.9487218252175,-78.82864384587523,09/26/2011 06:00:11 AM,10/10/2019 07:18:00 PM,POINT (-78.82864384587523 42.9487218252175),1,Sunday,Assault
94388375,12-0150153,01/15/2012 04:14:57 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,100 Block DELAWARE,,BUFFALO,NY,null,null,42.8896263314798,-78.8766818482059,01/16/2012 07:00:13 AM,01/21/2012 07:00:14 AM,POINT (-78.876682 42.889626),4,Sunday,Assault
745240530,16-0180477,01/17/2016 12:00:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,2500 Block DELAWARE AV,,BUFFALO,NY,,,42.952739643908885,-78.86931487140295,01/19/2016 04:42:18 AM,09/23/2019 11:25:17 PM,POINT (-78.86931487140295 42.952739643908885),0,Sunday,Assault
85548154,11-3030268,10/30/2011 05:47:50 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1400 Block MAIN ST,,BUFFALO,NY,,,42.91186084463116,-78.86619038358488,10/31/2011 06:00:13 AM,10/10/2019 07:16:47 PM,POINT (-78.86619038358488 42.91186084463116),5,Sunday,Assault
454422205,14-1520255,06/01/2014 02:00:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block DONOVAN DR,,BUFFALO,NY,,,42.911896324825925,-78.82828790125538,06/02/2014 06:04:24 AM,09/24/2019 04:16:28 PM,POINT (-78.82828790125538 42.911896324825925),2,Sunday,Assault
54965829,11-0020133,01/02/2011 05:00:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,200 Block HAGEN ST,,BUFFALO,NY,,,42.9208827505034,-78.80804618710515,01/03/2011 07:00:26 AM,10/10/2019 07:22:12 PM,POINT (-78.80804618710515 42.9208827505034),5,Sunday,Assault
46585069,10-2650388,09/19/2010 06:30:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,100 Block NEWBURGH AV,,BUFFALO,NY,,,42.91890648248071,-78.80845432050025,09/25/2010 04:11:45 PM,09/24/2019 10:23:49 PM,POINT (-78.80845432050025 42.91890648248071),6,Sunday,Assault
32141940,10-1080167,04/18/2010 04:33:28 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,200 Block PARKDALE AV,,BUFFALO,NY,,US,42.92270303671091,-78.88724635461853,04/19/2010 12:02:30 AM,09/24/2019 10:26:14 PM,POINT (-78.88724635461853 42.92270303671091),4,Sunday,Assault
138957543,13-0070523,01/06/2013 11:00:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block BEVERLY RD,,BUFFALO,NY,,,42.92155590782239,-78.85305915835114,01/09/2013 07:00:34 AM,09/24/2019 04:08:40 PM,POINT (-78.85305915835114 42.92155590782239),23,Sunday,Assault
124275379,12-2391096,08/26/2012 10:28:05 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block HERKIMER ST,,BUFFALO,NY,,,42.913091460145225,-78.89328597685723,08/27/2012 06:00:14 AM,09/24/2019 04:06:22 PM,POINT (-78.89328597685723 42.913091460145225),22,Sunday,Assault
606024555,14-3130144,11/09/2014 03:10:27 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,STRATHMORE AV & ABBOTT RD,,BUFFALO,NY,,,42.850678946182626,-78.81570211787403,11/10/2014 07:05:42 AM,09/24/2019 04:17:12 PM,POINT (-78.81570211787403 42.850678946182626),3,Sunday,Assault
126752725,12-2600165,09/16/2012 02:00:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,100 Block E AMHERST ST,,BUFFALO,NY,,,42.93615164208753,-78.89818347253112,09/17/2012 06:00:20 AM,09/24/2019 04:07:24 PM,POINT (-78.89818347253112 42.93615164208753),2,Sunday,Assault
10089158,08-3630393,12/28/2008 09:00:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block DEERFIELD AV,,BUFFALO,NY,,US,42.924630411792876,-78.82710623217844,05/29/2009 09:43:56 AM,09/24/2019 10:37:00 PM,POINT (-78.82710623217844 42.924630411792876),9,Sunday,Assault
745185849,16-0170110,01/17/2016 03:01:32 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,3100 Block MAIN ST,,BUFFALO,NY,,,42.94992733728746,-78.82780367227986,01/18/2016 04:42:26 AM,09/23/2019 11:25:54 PM,POINT (-78.82780367227986 42.94992733728746),3,Sunday,Assault
11968272,09-2070206,07/26/2009 03:22:48 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,HOPKINS ST & SIRRET ST,,BUFFALO,NY,,US,42.85418375070495,-78.83227394798381,07/27/2009 01:00:52 AM,09/24/2019 10:29:36 PM,POINT (-78.83227394798381 42.85418375070495),3,Sunday,Assault
599496917,14-3060543,11/02/2014 04:15:02 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,100 Block SCHILLER ST,,BUFFALO,NY,,,42.88904042173404,-78.80080797883677,11/03/2014 07:05:44 AM,09/24/2019 04:17:19 PM,POINT (-78.80080797883677 42.88904042173404),16,Sunday,Assault
125817721,12-2530726,09/09/2012 06:17:53 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block PRINCETON PL,,BUFFALO,NY,,,42.85426600170207,-78.81054758842792,09/10/2012 06:00:18 AM,09/24/2019 04:06:56 PM,POINT (-78.81054758842792 42.85426600170207),18,Sunday,Assault
442929879,14-1380194,05/18/2014 04:15:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,200 Block ALLEN ST,,BUFFALO,NY,,,42.899649716875416,-78.87858643388974,05/19/2014 06:04:17 AM,09/24/2019 04:14:21 PM,POINT (-78.87858643388974 42.899649716875416),4,Sunday,Assault
49093202,10-2970801,10/24/2010 06:05:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,BEST ST & JEFFERSON ST,,BUFFALO,NY,,,42.910834807923585,-78.86061016290292,10/26/2010 06:01:37 AM,09/24/2019 10:23:48 PM,POINT (-78.86061016290292 42.910834807923585),18,Sunday,Assault
12362940,09-2140463,08/02/2009 08:00:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,,1 Block FRENCH ST,,BUFFALO,NY,,US,42.910150822559046,-78.8360452280014,08/03/2009 01:00:23 AM,09/24/2019 10:29:27 PM,POINT (-78.8360452280014 42.910150822559046),8,Sunday,Assault
